HousingPI22_GEOID,HousingPI22_Metro Name,HousingPI22_GEOID.1,HousingPI22_1980,HousingPI22_1981,HousingPI22_1982,HousingPI22_1983,HousingPI22_1984,HousingPI22_1985,HousingPI22_1986,HousingPI22_1987,HousingPI22_1988,HousingPI22_1989,HousingPI22_1990,HousingPI22_1991,HousingPI22_1992,HousingPI22_1993,HousingPI22_1994,HousingPI22_1995,HousingPI22_1996,HousingPI22_1997,HousingPI22_1998,HousingPI22_1999,HousingPI22_2000,HousingPI22_2001,HousingPI22_2002,HousingPI22_2003,HousingPI22_2004,HousingPI22_2005,HousingPI22_2006,HousingPI22_2007,HousingPI22_2008,HousingPI22_2009,HousingPI22_2010,HousingPI22_2011,HousingPI22_2012,HousingPI22_2013,HousingPI22_2014,HousingPI22_2015,HousingPI22_2016,HousingPI22_2017,HousingPI22_2018,HousingPI22_2019,HousingPI22_2020,HousingPI22_2021,HousingPI22_2022
31900,"Mansfield, OH",31900,2.3,2.3,2.1,2.1,1.9,1.9,1.9,1.9,1.9,2.0,2.0,2.1,2.1,2.1,2.2,2.2,2.3,2.3,2.4,2.3,2.3,2.4,2.5,2.6,2.7,2.7,2.6,2.5,2.4,2.4,2.4,2.3,2.3,2.2,2.2,2.3,2.2,2.2,2.3,2.3,2.5,2.9,3.3
32580,"McAllen-Edinburg-Mission, TX",32580,2.4,2.5,2.7,2.8,2.8,2.7,2.8,2.6,2.4,2.3,2.2,2.2,2.3,2.3,2.4,2.4,2.4,2.3,2.3,2.2,2.2,2.3,2.4,2.4,2.5,2.6,2.6,2.6,2.6,2.5,2.4,2.4,2.4,2.3,2.4,2.4,2.5,2.5,2.5,2.4,2.4,2.6,3.1
32900,"Merced, CA",32900,2.6,2.7,2.6,2.5,2.4,2.4,2.5,2.5,2.9,3.2,3.5,3.7,3.6,3.4,3.3,3.2,3.1,2.9,2.9,2.9,3.0,3.5,4.1,4.8,5.5,7.2,7.1,5.8,3.6,2.5,2.6,2.6,2.9,3.5,3.9,4.3,4.5,4.8,4.9,4.8,5.2,6.5,7.3
32780,"Medford, OR",32780,3.6,3.8,3.6,3.2,2.8,2.9,2.7,2.6,2.6,2.7,3.0,3.1,3.2,3.3,3.4,3.5,3.6,3.6,3.6,3.6,3.8,4.3,4.8,5.4,6.3,7.9,8.5,8.4,7.4,7.1,6.4,5.9,5.3,5.1,5.2,5.4,5.6,5.8,6.1,6.2,6.3,6.7,7.2
32820,"Memphis, TN-MS-AR",32820,3.4,3.4,3.2,3.3,2.9,3.1,3.2,3.2,3.1,3.0,2.9,2.9,3.0,2.9,2.7,2.6,2.8,2.9,2.9,2.8,2.8,3.0,3.1,3.3,3.3,3.4,3.2,3.0,2.5,2.6,2.6,2.5,2.5,2.8,2.9,3.0,3.1,3.3,3.5,3.7,4.1,4.5,5.0
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",33100,3.4,3.4,3.5,3.3,3.1,2.9,2.9,2.8,2.9,2.9,3.1,3.1,3.2,3.2,3.1,3.1,3.2,3.3,3.3,3.3,3.5,3.9,4.8,5.7,6.9,8.5,8.0,7.6,6.0,4.4,4.4,4.0,4.4,5.3,5.5,5.6,5.9,6.2,6.1,6.1,6.4,7.5,8.7
33140,"Michigan City-La Porte, IN",33140,2.1,2.2,2.1,2.1,2.0,2.0,2.0,2.0,2.0,1.9,1.9,1.9,2.0,2.1,2.1,2.2,2.2,2.2,2.3,2.2,2.3,2.4,2.4,2.5,2.4,2.4,2.4,2.4,2.4,2.4,2.3,2.3,2.3,2.4,2.5,2.5,2.4,2.4,2.4,2.4,2.4,2.5,3.0
33260,"Midland, TX",33260,2.6,2.4,2.5,2.6,2.6,2.7,2.8,2.6,2.4,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.2,2.1,2.2,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.4,2.5,2.5,2.4,2.4,2.4,2.3,2.3,2.3,2.6,2.8,3.0,3.1,3.1,3.1,3.4,3.7
33340,"Milwaukee-Waukesha-West Allis, WI",33340,2.9,2.8,2.6,2.6,2.5,2.4,2.4,2.4,2.4,2.4,2.6,2.6,2.8,2.9,2.9,2.9,2.9,2.9,3.0,2.9,2.9,3.1,3.6,3.8,4.1,4.4,4.4,4.2,4.0,3.7,4.1,3.6,3.6,3.8,3.8,3.9,3.9,4.0,4.0,4.1,4.3,4.6,4.9
33220,"Midland, MI",33220,2.2,2.2,1.9,1.9,1.9,1.8,1.8,1.9,1.9,1.9,1.9,1.9,2.0,2.0,2.0,2.0,2.0,2.1,2.1,2.2,2.2,2.3,2.4,2.4,2.5,2.5,2.4,2.3,2.2,2.2,2.0,2.0,2.0,2.2,2.3,2.5,2.4,2.4,2.3,2.3,2.3,2.6,3.1
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",33460,2.9,2.8,2.9,2.7,2.6,2.5,2.5,2.5,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.5,2.4,2.5,2.6,2.6,2.9,3.2,3.5,3.6,3.8,3.7,3.5,3.0,2.8,2.7,2.4,2.6,2.9,3.0,3.1,3.2,3.3,3.4,3.5,3.7,4.1,4.3
33540,"Missoula, MT",33540,3.5,3.5,3.5,3.3,3.4,3.3,3.2,3.0,2.9,2.7,2.7,2.8,3.0,3.2,3.5,3.7,3.9,3.8,3.9,3.8,3.9,4.1,4.4,4.8,5.2,5.6,5.9,6.1,6.1,6.0,5.9,5.8,5.6,5.7,5.8,5.9,5.8,5.8,5.9,6.0,6.1,6.9,8.4
31700,"Manchester-Nashua, NH",31700,3.1,3.0,2.8,2.6,2.7,2.9,3.3,3.5,3.4,3.3,3.3,3.1,3.0,3.0,2.9,2.8,2.7,2.6,2.7,2.7,2.8,3.1,3.4,3.7,4.0,4.2,4.1,3.9,3.5,3.3,3.4,3.1,3.1,3.2,3.2,3.4,3.4,3.6,3.6,3.9,4.2,4.5,4.7
33660,"Mobile, AL",33660,3.0,2.8,2.7,2.7,2.8,2.6,2.7,2.6,2.6,2.5,2.4,2.4,2.4,2.5,2.4,2.5,2.7,2.7,2.8,2.8,2.8,2.9,3.1,3.2,3.3,3.5,3.6,3.4,3.3,3.1,2.9,2.5,2.5,2.6,2.7,2.8,3.0,3.0,3.1,3.2,3.3,3.9,4.3
33700,"Modesto, CA",33700,3.3,3.3,3.3,3.2,3.0,3.0,3.1,3.1,3.5,3.8,3.7,3.8,3.8,3.6,3.5,3.4,3.5,3.3,3.1,3.0,3.2,3.8,4.4,5.0,5.6,7.0,7.1,6.3,4.0,2.8,3.0,2.8,3.0,3.8,4.4,4.6,4.8,5.0,5.1,5.2,5.4,5.8,5.8
33780,"Monroe, MI",33780,2.2,2.1,1.8,1.9,1.9,1.9,1.9,1.8,1.8,1.9,1.9,2.0,2.0,2.0,2.1,2.2,2.3,2.4,2.4,2.5,2.6,2.7,2.8,2.9,2.9,3.0,3.0,2.8,2.6,2.5,2.3,2.3,2.2,2.2,2.4,2.4,2.5,2.5,2.6,2.5,2.6,3.0,3.5
34060,"Morgantown, WV",34060,4.5,4.0,3.7,3.4,3.3,3.2,3.3,3.2,3.1,3.1,3.1,3.0,3.2,3.2,3.3,3.3,3.5,3.5,3.6,3.4,3.4,3.5,3.4,3.3,3.5,3.8,3.7,3.4,3.4,3.2,3.3,3.4,3.4,3.6,3.6,3.7,3.6,3.6,3.5,3.4,3.3,3.5,3.9
33860,"Montgomery, AL",33860,3.3,3.1,3.0,2.9,2.9,2.8,2.8,2.7,2.7,2.6,2.5,2.7,2.7,2.8,2.7,2.7,2.7,2.8,2.7,2.7,2.7,2.8,3.0,3.0,3.0,3.2,3.4,3.3,3.0,2.9,2.9,2.8,2.8,2.9,3.0,2.8,2.8,2.8,2.7,2.9,3.2,3.6,3.8
33740,"Monroe, LA",33740,3.4,3.5,3.6,3.6,3.5,3.3,3.4,3.2,3.0,2.9,2.7,2.6,2.6,2.6,2.7,2.6,2.7,2.7,2.7,2.7,2.8,2.9,3.1,3.2,3.3,3.3,3.3,3.3,3.3,3.4,3.5,3.5,3.5,3.3,3.3,3.5,3.6,3.5,3.3,3.4,3.4,3.5,3.8
34580,"Mount Vernon-Anacortes, WA",34580,2.9,2.8,2.6,2.5,2.5,2.5,2.5,2.4,2.4,2.4,2.7,2.9,3.1,3.2,3.4,3.5,3.6,3.6,3.6,3.6,3.6,3.8,4.0,4.1,4.4,5.1,5.7,5.9,5.6,5.1,4.8,4.5,4.4,4.5,4.6,4.8,4.8,4.8,5.1,5.2,5.5,6.5,7.8
34100,"Morristown, TN",34100,3.2,3.3,3.1,3.3,3.2,3.1,3.2,2.8,2.8,2.5,2.5,2.4,2.5,2.7,2.6,2.8,2.8,3.1,3.0,2.9,3.0,3.1,3.2,3.2,3.2,3.4,3.6,3.7,3.6,3.7,3.5,3.4,3.4,3.3,3.3,3.4,3.4,3.4,3.4,3.3,3.5,3.8,4.7
34620,"Muncie, IN",34620,2.0,2.1,2.0,2.0,1.9,1.8,1.8,1.8,1.8,1.8,1.8,1.7,1.8,1.8,1.8,1.9,1.9,2.0,2.1,2.1,2.2,2.3,2.4,2.4,2.5,2.6,2.4,2.4,2.3,2.3,2.3,2.2,2.2,2.2,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.3,2.7
34740,"Muskegon, MI",34740,1.8,1.8,1.7,1.6,1.5,1.5,1.5,1.7,1.8,1.8,1.9,1.9,2.0,2.0,2.0,2.0,2.1,2.1,2.1,2.2,2.3,2.4,2.5,2.5,2.5,2.5,2.5,2.5,2.4,2.3,2.2,2.1,2.1,2.1,2.2,2.3,2.3,2.3,2.3,2.3,2.4,2.7,3.3
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",34820,4.1,4.2,3.9,3.7,3.5,3.5,3.5,3.5,3.5,3.4,3.4,3.4,3.4,3.4,3.3,3.4,3.5,3.5,3.5,3.6,3.6,3.7,3.9,4.0,4.3,4.8,5.5,5.6,5.4,5.0,4.7,4.3,4.1,4.1,4.0,4.1,4.1,4.2,4.2,4.2,4.3,5.0,6.3
34900,"Napa, CA",34900,4.4,4.5,4.4,4.3,4.0,3.9,4.0,4.0,4.6,5.0,4.9,4.9,5.1,4.9,5.0,4.8,4.5,4.5,4.4,4.9,5.6,6.1,7.0,8.4,9.2,10.5,10.4,10.0,6.9,5.4,5.5,5.2,5.6,6.9,7.9,8.2,8.1,8.2,8.1,7.8,8.4,9.4,9.9
34980,"Nashville-Davidson-Murfreesboro-Franklin, TN",34980,2.8,2.9,2.8,2.8,2.8,2.8,2.8,2.9,2.8,2.7,2.7,2.7,2.7,2.6,2.7,2.8,2.9,2.8,2.8,2.6,2.8,3.0,3.0,3.0,3.1,3.4,3.6,3.6,3.5,3.3,3.2,3.0,3.1,3.2,3.4,3.6,3.7,3.8,3.9,4.0,4.2,4.8,5.8
34940,"Naples-Immokalee-Marco Island, FL",34940,7.4,7.6,8.0,8.1,7.9,7.5,7.2,6.8,6.5,6.5,6.5,6.7,6.7,6.7,6.6,6.5,6.4,6.4,6.5,6.4,6.7,6.9,7.3,7.5,8.2,9.9,10.7,8.9,5.6,3.5,4.1,4.2,4.7,5.4,6.1,6.6,6.5,6.5,6.2,5.7,6.4,8.7,11.0
35100,"New Bern, NC",35100,3.4,3.3,3.2,3.0,3.0,3.0,3.0,3.0,3.0,2.9,2.9,2.9,2.9,2.8,2.9,3.0,2.9,2.9,2.9,2.9,3.0,3.1,3.2,3.2,3.3,3.6,4.0,4.0,4.0,4.1,3.8,3.5,3.3,3.5,3.6,3.6,3.4,3.4,3.5,3.6,3.7,4.0,4.8
35300,"New Haven-Milford, CT",35300,3.5,3.5,3.3,3.3,3.4,3.6,4.1,4.8,4.8,4.3,4.0,3.9,3.7,3.6,3.5,3.3,3.1,3.0,2.9,3.0,3.0,3.3,3.7,4.2,4.6,4.9,4.9,4.7,4.2,3.8,3.8,3.7,3.6,3.7,3.6,3.4,3.4,3.3,3.4,3.3,3.6,4.0,4.3
35380,"New Orleans-Metairie, LA",35380,3.9,3.7,3.5,3.5,3.6,3.4,3.5,3.3,3.1,2.9,2.7,2.7,2.7,2.7,2.7,2.6,2.8,2.8,3.0,3.0,3.1,3.2,3.4,3.6,3.6,4.0,3.8,3.4,3.4,3.4,3.5,3.4,3.5,3.6,3.5,3.5,3.8,4.0,4.0,4.0,4.2,4.7,4.9
35620,"New York-Newark-Jersey City, NY-NJ-PA",35620,3.6,3.6,3.8,3.6,3.9,4.2,4.6,4.9,5.0,4.7,4.3,4.2,4.2,4.1,4.0,3.9,3.9,3.8,3.8,3.9,4.3,4.7,5.6,6.4,6.9,7.5,7.4,7.1,6.5,5.8,6.1,5.9,5.8,5.9,5.9,5.6,5.4,5.4,5.2,5.2,5.6,6.6,7.1
35660,"Niles-Benton Harbor, MI",35660,2.2,2.2,2.0,1.9,1.8,1.8,1.8,1.9,1.9,2.0,2.0,2.0,2.1,2.1,2.1,2.2,2.3,2.3,2.4,2.4,2.5,2.6,2.7,2.7,2.7,2.8,2.8,2.7,2.7,2.6,2.5,2.5,2.5,2.6,2.8,3.0,3.1,3.0,3.0,3.0,3.1,3.3,3.9
35980,"Norwich-New London, CT",35980,2.5,2.5,2.2,2.2,2.3,2.5,2.9,3.5,3.6,3.5,3.4,3.3,3.1,2.9,2.7,2.6,2.6,2.5,2.5,2.5,2.6,2.8,3.2,3.7,4.0,4.2,4.2,4.0,3.6,3.2,3.2,2.8,2.8,2.8,2.7,2.7,2.7,2.9,3.1,3.2,3.3,3.7,4.0
35840,"North Port-Sarasota-Bradenton, FL",35840,2.6,2.7,2.8,2.6,2.8,2.6,2.6,2.5,2.5,2.5,2.5,2.6,2.7,2.8,2.8,3.0,3.0,3.0,3.0,3.0,3.2,3.5,4.0,4.6,5.5,6.8,6.2,5.5,4.3,3.4,3.3,3.3,3.6,4.0,4.1,4.5,4.8,4.9,4.8,4.8,5.0,5.8,7.1
36100,"Ocala, FL",36100,3.1,3.0,3.0,2.8,2.7,2.5,2.5,2.4,2.3,2.3,2.4,2.4,2.4,2.3,2.3,2.3,2.3,2.2,2.3,2.2,2.2,2.3,2.5,2.6,3.1,3.8,4.3,4.0,3.4,2.6,2.3,2.1,2.3,2.5,2.5,2.8,3.1,3.4,3.5,3.6,3.6,4.2,4.9
36140,"Ocean City, NJ",36140,3.0,3.1,3.0,2.8,2.9,3.1,3.5,3.9,3.9,3.7,3.6,3.5,3.4,3.3,3.1,3.0,2.9,2.8,2.9,2.9,3.1,3.5,4.1,4.6,5.4,6.3,6.7,6.5,6.2,6.0,5.7,5.3,5.0,4.9,5.0,5.0,4.7,4.6,4.5,4.4,4.5,4.9,5.8
36220,"Odessa, TX",36220,2.2,2.1,2.2,2.3,2.4,2.4,2.5,2.4,2.1,2.0,2.0,2.0,2.1,2.1,2.0,2.0,1.9,1.7,1.8,1.7,1.7,1.7,1.8,1.8,1.8,1.9,2.1,2.2,2.3,2.4,2.2,2.2,2.1,2.2,2.2,2.3,2.3,2.4,2.5,2.6,2.8,3.0,3.1
36260,"Ogden-Clearfield, UT",36260,3.2,3.1,3.0,2.8,2.6,2.6,2.5,2.4,2.3,2.2,2.1,2.2,2.1,2.2,2.5,2.6,2.8,2.8,2.9,2.8,2.8,2.8,2.8,2.8,2.8,2.9,3.2,3.4,3.4,3.2,3.1,2.9,2.8,2.9,3.0,3.0,3.2,3.3,3.6,3.8,4.2,5.1,5.8
36420,"Oklahoma City, OK",36420,3.0,2.8,2.9,3.1,2.9,2.8,2.7,2.4,2.1,2.0,1.9,1.9,2.0,2.0,2.1,2.2,2.2,2.2,2.3,2.3,2.3,2.4,2.5,2.6,2.7,2.8,2.9,2.9,2.8,3.0,3.1,3.0,3.0,3.0,2.9,2.8,2.8,2.7,2.7,2.7,2.9,3.1,3.5
36500,"Olympia-Tumwater, WA",36500,3.0,3.0,2.8,2.6,2.5,2.3,2.2,2.1,2.1,2.2,2.4,2.5,2.7,2.8,3.0,3.1,3.1,3.1,3.1,3.0,3.0,3.2,3.3,3.4,3.8,4.4,5.0,5.2,4.9,4.5,4.3,4.2,4.0,4.1,4.2,4.0,4.1,4.3,4.5,4.6,4.8,5.6,6.5
36540,"Omaha-Council Bluffs, NE-IA",36540,2.4,2.4,2.4,2.3,2.3,2.2,2.2,2.2,2.1,2.0,2.0,2.1,2.1,2.2,2.2,2.3,2.3,2.3,2.4,2.4,2.5,2.5,2.6,2.6,2.7,2.7,2.7,2.6,2.5,2.5,2.5,2.5,2.5,2.6,2.6,2.6,2.7,2.7,2.8,2.9,3.1,3.3,3.6
36740,"Orlando-Kissimmee-Sanford, FL",36740,3.3,3.2,3.4,3.2,3.1,3.0,2.9,2.8,2.7,2.6,2.7,2.8,2.8,2.8,2.8,2.6,2.6,2.5,2.5,2.5,2.6,2.8,3.1,3.4,3.9,5.2,5.6,5.2,4.3,3.2,2.9,2.8,3.0,3.5,3.7,3.9,4.2,4.4,4.5,4.4,4.7,5.5,6.4
36780,"Oshkosh-Neenah, WI",36780,2.5,2.3,2.1,2.2,2.1,2.0,1.9,1.9,1.9,1.9,1.9,1.9,1.9,2.0,2.0,2.1,2.1,2.1,2.0,2.0,2.1,2.1,2.2,2.3,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.3,2.3,2.4,2.4,2.4,2.4,2.5,2.6,2.6,2.8,3.0,3.3
36980,"Owensboro, KY",36980,3.0,2.8,2.6,2.5,2.4,2.4,2.3,2.3,2.3,2.2,2.1,2.2,2.2,2.3,2.3,2.4,2.4,2.4,2.3,2.4,2.4,2.5,2.6,2.7,2.8,2.8,2.8,2.8,2.8,2.8,2.6,2.5,2.4,2.6,2.6,2.6,2.7,2.7,2.9,2.9,2.9,3.0,3.3
37100,"Oxnard-Thousand Oaks-Ventura, CA",37100,4.9,5.4,4.8,4.6,4.0,3.9,3.9,4.0,4.8,5.4,5.1,4.8,4.7,4.4,4.3,4.1,4.1,4.2,4.2,4.3,4.8,5.1,5.9,7.2,8.9,9.4,9.1,8.5,6.0,5.4,5.8,5.5,5.5,6.7,7.2,7.6,7.6,7.6,7.5,7.3,7.7,8.5,8.8
37340,"Palm Bay-Melbourne-Titusville, FL",37340,2.9,3.1,2.7,2.7,2.7,2.7,2.7,2.6,2.5,2.5,2.5,2.5,2.4,2.5,2.5,2.5,2.5,2.5,2.6,2.4,2.4,2.4,2.7,3.1,3.7,4.8,4.6,3.9,3.2,2.6,2.4,2.3,2.5,2.6,2.8,3.2,3.6,3.9,4.1,4.0,4.2,4.7,5.4
37460,"Panama City, FL",37460,3.3,3.1,3.1,2.9,2.7,2.6,2.6,2.6,2.6,2.6,2.4,2.4,2.4,2.4,2.4,2.5,2.5,2.5,2.6,2.6,2.6,2.8,3.0,3.2,3.8,4.7,4.9,4.6,4.2,3.9,3.6,3.3,3.4,3.8,3.7,3.8,3.8,4.1,4.3,4.2,4.4,5.1,6.1
37620,"Parkersburg-Vienna, WV",37620,3.1,2.8,2.6,2.4,2.3,2.2,2.3,2.3,2.2,2.2,2.3,2.2,2.3,2.3,2.4,2.5,2.4,2.5,2.5,2.6,2.6,2.7,2.8,2.8,2.9,2.9,2.9,2.8,2.8,2.9,2.9,2.8,2.8,2.8,2.9,2.8,2.8,2.8,2.8,2.8,2.8,2.8,3.0
37860,"Pensacola-Ferry Pass-Brent, FL",37860,2.9,2.7,2.8,2.7,2.6,2.5,2.5,2.5,2.5,2.5,2.4,2.3,2.3,2.4,2.5,2.5,2.6,2.6,2.6,2.7,2.7,2.7,2.9,3.0,3.3,3.8,3.8,3.6,3.4,3.2,3.2,3.0,3.0,3.1,3.0,3.1,3.3,3.4,3.6,3.7,3.9,4.3,4.9
37900,"Peoria, IL",37900,2.0,2.0,2.0,2.0,1.7,1.6,1.6,1.5,1.5,1.6,1.7,1.8,1.9,1.9,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.1,2.1,2.3,2.3,2.4,2.4,2.3,2.3,2.3,2.5,2.0,2.1,2.1,2.1,2.1,2.1,2.0,2.1,2.2,2.3
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",37980,2.3,2.3,2.2,2.2,2.2,2.3,2.4,2.6,2.8,2.9,3.0,3.1,3.1,3.0,3.0,2.9,2.9,2.8,2.7,2.5,2.4,2.6,2.9,3.3,3.5,3.9,4.1,4.0,3.8,3.6,3.7,3.6,3.6,3.6,3.5,3.4,3.4,3.3,3.2,3.3,3.5,3.8,4.0
38060,"Phoenix-Mesa-Scottsdale, AZ",38060,3.0,3.0,2.9,2.9,2.8,2.8,2.9,2.8,2.7,2.6,2.8,2.8,2.8,2.7,2.7,2.7,2.8,2.8,2.8,2.8,2.9,3.0,3.1,3.2,3.5,4.9,5.2,4.7,3.5,2.6,2.7,2.3,2.9,3.5,3.7,3.9,4.0,4.0,4.2,4.2,4.6,5.5,6.1
38220,"Pine Bluff, AR",38220,2.8,2.7,2.7,2.9,2.8,2.6,2.6,2.5,2.4,2.3,2.2,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.0,2.0,2.1,2.2,2.3,2.4,2.5,2.6,2.5,2.6,2.6,2.6,2.4,2.4,2.5,2.5,2.5,2.4,2.4,2.4,2.5,2.5,2.4,2.7
38340,"Pittsfield, MA",38340,2.3,2.5,2.5,2.6,2.9,3.4,3.9,4.2,4.2,4.1,4.0,3.9,3.8,3.7,3.6,3.5,3.4,3.3,3.2,3.2,3.2,3.3,3.6,3.9,4.5,4.6,4.5,4.5,4.6,4.1,4.4,4.1,3.8,3.7,3.7,3.7,3.5,3.5,3.6,3.6,4.1,4.9,5.3
38300,"Pittsburgh, PA",38300,2.3,2.2,2.2,2.2,2.2,2.1,2.1,2.0,2.0,2.0,2.0,2.0,2.1,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.4,2.6,2.7,2.8,3.0,3.0,2.8,2.7,2.6,2.5,2.5,2.4,2.5,2.5,2.5,2.5,2.5,2.5,2.6,2.6,2.8,3.1
38540,"Pocatello, ID",38540,2.3,2.5,2.3,2.3,2.2,2.2,2.2,2.1,2.0,2.0,2.0,2.0,2.1,2.2,2.4,2.4,2.4,2.4,2.5,2.4,2.4,2.5,2.6,2.7,2.8,3.1,3.3,3.3,3.3,3.4,3.4,3.3,3.3,3.4,3.6,3.6,3.6,3.6,3.8,3.9,4.1,4.8,5.6
38860,"Portland-South Portland, ME",38860,2.8,3.0,2.7,2.7,2.8,2.9,3.0,3.2,3.3,3.3,3.3,3.2,3.1,3.1,2.9,2.9,2.8,2.8,2.8,2.8,3.0,3.4,3.7,4.0,4.6,4.9,4.7,4.6,4.2,3.7,3.9,3.8,4.0,4.0,3.8,3.8,3.8,3.9,4.1,4.3,4.7,5.3,5.9
38900,"Portland-Vancouver-Hillsboro, OR-WA",38900,3.0,2.8,2.8,2.8,2.6,2.5,2.4,2.3,2.2,2.2,2.4,2.7,2.8,3.0,3.2,3.3,3.4,3.5,3.5,3.4,3.5,3.5,3.7,3.9,4.2,4.8,5.4,5.3,4.9,4.4,4.4,4.0,4.1,4.5,4.7,4.8,5.1,5.3,5.2,5.3,5.6,6.3,6.8
39140,"Prescott, AZ",39140,3.5,3.6,3.5,3.7,3.7,3.8,3.9,4.0,3.9,3.8,3.7,3.8,3.8,3.7,3.8,3.9,3.9,3.8,3.8,3.8,3.9,4.1,4.3,4.4,4.6,5.6,6.2,6.1,5.4,5.0,4.4,4.1,4.2,4.5,4.6,4.8,4.9,5.3,5.6,5.6,5.8,7.0,8.5
39300,"Providence-Warwick, RI-MA",39300,3.2,3.1,2.9,2.9,3.0,3.2,3.6,4.2,4.4,4.3,4.2,4.1,3.9,3.7,3.6,3.4,3.4,3.3,3.2,3.2,3.3,3.7,4.5,5.2,5.7,5.8,5.6,5.3,4.6,4.0,4.2,4.1,3.9,4.2,4.2,4.2,4.2,4.3,4.3,4.4,4.7,5.4,5.9
39340,"Provo-Orem, UT",39340,3.6,3.8,3.7,3.8,3.5,3.4,3.3,3.0,2.7,2.5,2.4,2.4,2.4,2.7,2.9,3.1,3.3,3.3,3.4,3.3,3.3,3.5,3.7,3.8,4.0,4.2,4.6,4.8,4.8,4.4,4.0,3.9,3.7,3.9,4.0,4.0,4.3,4.4,4.7,4.9,5.0,5.8,6.7
